Month,App,City ID,Basket,Payment to Merchants,Trips,Total Eater Fees,Gross Bookings,Payments to Couriers,Incentive to Existing Eaters,Incentive to New Eaters,Discount due to other promotions/subscriptions,Revenue gained due to subscription,Net Revenue,New Eaters,Active Eaters,%SMB,%ENT
2022-11-01,Postmates,C2,25325.0,-20779.0,831.0,4386.0,32468.0,-1941.0,-1640.0,-139.0,-498.0,212.0,3942.0,31.0,341.0,0.8484,0.1516
2022-12-01,Postmates,C2,25974.0,-21429.0,832.0,4618.0,33377.0,-1931.0,-1280.0,-116.0,-576.0,205.0,4455.0,31.0,333.0,0.8488,0.1512
2023-01-01,Postmates,C2,24805.0,-20260.0,810.0,4635.0,32078.0,-1713.0,-1739.0,-192.0,-565.0,210.0,4192.0,32.0,266.0,0.8371,0.1629
2023-02-01,Postmates,C2,23247.0,-19091.0,755.0,4249.0,30000.0,-1523.0,-1607.0,-188.0,-559.0,201.0,3533.0,30.0,259.0,0.8416,0.15839999999999999
2023-03-01,Postmates,C2,30130.0,-24675.0,942.0,5468.0,38701.0,-2001.0,-2916.0,-1166.0,-754.0,241.0,3660.0,68.0,320.0,0.8406,0.1594
2023-04-01,Postmates,C2,25844.0,-21169.0,820.0,4831.0,33377.0,-1816.0,-1672.0,-521.0,-615.0,213.0,4229.0,31.0,266.0,0.8365,0.1635
2023-05-01,Postmates,C2,24805.0,-20390.0,797.0,4777.0,32208.0,-1902.0,-2163.0,-194.0,-596.0,234.0,3659.0,32.0,257.0,0.8345,0.1655
2023-06-01,Postmates,C2,23636.0,-19351.0,760.0,4887.0,30909.0,-1801.0,-1747.0,-394.0,-548.0,228.0,4057.0,41.0,269.0,0.8429000000000001,0.15710000000000002
2022-06-01,Postmates,C3,3382.0,-2738.0,107.0,603.0,4257.0,-326.0,-167.0,-39.0,-50.0,25.0,674.0,11.0,55.0,0.7985,0.20149999999999998
2022-07-01,Postmates,C3,3748.0,-3040.0,115.0,639.0,4687.0,-314.0,-254.0,-38.0,-51.0,28.0,665.0,13.0,58.0,0.8088,0.1912
2022-08-01,Postmates,C3,4086.0,-3307.0,122.0,667.0,5076.0,-317.0,-454.0,-30.0,-56.0,30.0,549.0,13.0,60.0,0.8176000000000001,0.18239999999999998
2022-09-01,Postmates,C3,4119.0,-3347.0,124.0,631.0,5075.0,-331.0,-420.0,-13.0,-57.0,29.0,497.0,11.0,61.0,0.8137000000000001,0.1863
2022-10-01,Postmates,C3,4421.0,-3569.0,130.0,700.0,5469.0,-368.0,-425.0,-41.0,-66.0,32.0,535.0,10.0,60.0,0.8156,0.1844
2022-11-01,Postmates,C3,4442.0,-3575.0,130.0,636.0,5428.0,-375.0,-556.0,-47.0,-61.0,30.0,433.0,8.0,58.0,0.8243,0.1757
2022-12-01,Postmates,C3,4506.0,-3628.0,129.0,575.0,5429.0,-398.0,-444.0,-40.0,-57.0,28.0,460.0,8.0,55.0,0.8406999999999999,0.1593
2023-01-01,Postmates,C3,4410.0,-3519.0,128.0,582.0,5332.0,-375.0,-618.0,-69.0,-64.0,28.0,349.0,10.0,49.0,0.8170999999999999,0.18289999999999998
2023-02-01,Postmates,C3,4782.0,-3812.0,138.0,640.0,5790.0,-422.0,-729.0,-79.0,-85.0,29.0,295.0,10.0,52.0,0.8218000000000001,0.1782
2023-03-01,Postmates,C3,6048.0,-4850.0,172.0,802.0,7312.0,-508.0,-953.0,-364.0,-112.0,36.0,365.0,19.0,66.0,0.8240999999999999,0.1759
2023-04-01,Postmates,C3,5706.0,-4571.0,164.0,761.0,6903.0,-494.0,-768.0,-163.0,-102.0,35.0,472.0,10.0,61.0,0.8229000000000001,0.1771
2023-05-01,Postmates,C3,5983.0,-4784.0,172.0,807.0,7252.0,-501.0,-1044.0,-89.0,-105.0,45.0,327.0,11.0,62.0,0.8206,0.1794
2023-06-01,Postmates,C3,5284.0,-4252.0,152.0,693.0,6389.0,-446.0,-684.0,-177.0,-80.0,40.0,486.0,15.0,62.0,0.8217,0.1783
2022-06-01,Postmates,D1,18312.0,-14935.0,680.0,4068.0,23896.0,-1882.0,-649.0,-110.0,-330.0,183.0,4374.0,47.0,293.0,0.7843000000000001,0.2157
2022-07-01,Postmates,D1,19091.0,-15584.0,702.0,4102.0,24675.0,-1943.0,-827.0,-98.0,-362.0,183.0,4109.0,49.0,298.0,0.7783,0.2217
2022-08-01,Postmates,D1,19740.0,-16104.0,717.0,4062.0,25325.0,-2054.0,-1365.0,-61.0,-375.0,187.0,3547.0,49.0,295.0,0.7859,0.2141
2022-09-01,Postmates,D1,19610.0,-15974.0,705.0,3756.0,24935.0,-1850.0,-1322.0,-25.0,-351.0,179.0,3319.0,41.0,288.0,0.7879999999999999,0.212
2022-10-01,Postmates,D1,20000.0,-16234.0,710.0,3987.0,25455.0,-2004.0,-1292.0,-72.0,-396.0,184.0,3504.0,37.0,274.0,0.7752,0.2248
2022-11-01,Postmates,D1,19221.0,-15714.0,682.0,3402.0,24156.0,-1901.0,-1558.0,-124.0,-361.0,176.0,2646.0,30.0,255.0,0.7753,0.22469999999999998
2022-12-01,Postmates,D1,20260.0,-16494.0,715.0,3029.0,24805.0,-1947.0,-1229.0,-128.0,-274.0,150.0,2722.0,30.0,253.0,0.7816,0.2184
2023-01-01,Postmates,D1,20000.0,-16234.0,707.0,3087.0,24675.0,-1943.0,-1646.0,-183.0,-308.0,160.0,2501.0,31.0,214.0,0.7789,0.2211
2023-02-01,Postmates,D1,19221.0,-15455.0,654.0,3143.0,23896.0,-1898.0,-1748.0,-155.0,-382.0,151.0,2281.0,27.0,203.0,0.7817000000000001,0.2183
2023-03-01,Postmates,D1,24545.0,-20000.0,818.0,3860.0,30390.0,-2353.0,-2453.0,-1202.0,-484.0,181.0,2710.0,59.0,252.0,0.7959999999999999,0.204
2023-04-01,UberEats,D1,795296.0,-642114.0,29195.0,178136.0,1036489.0,-81435.0,-37850.0,-6910.0,-43873.0,12287.0,167781.0,607.0,7723.0,0.7433,0.25670000000000004
2023-05-01,UberEats,D1,809911.0,-655320.0,29716.0,179773.0,1052950.0,-86307.0,-41269.0,-5763.0,-42008.0,14170.0,170395.0,606.0,7854.0,0.7562000000000001,0.2438
2023-06-01,UberEats,D1,790384.0,-639394.0,29074.0,174842.0,1027103.0,-79394.0,-27697.0,-6586.0,-40725.0,14590.0,172897.0,655.0,7785.0,0.7519,0.2481
2022-06-01,UberEats,D2,207631.0,-165383.0,7330.0,51580.0,275364.0,-28691.0,-4720.0,-1541.0,-8783.0,3677.0,50756.0,187.0,2363.0,0.7384000000000001,0.2616
2022-07-01,UberEats,D2,216837.0,-174024.0,7539.0,53472.0,289566.0,-25244.0,-6838.0,-1424.0,-11261.0,4033.0,51368.0,189.0,2374.0,0.7587999999999999,0.2412
2022-08-01,UberEats,D2,221183.0,-177481.0,7684.0,56293.0,296706.0,-27865.0,-9453.0,-1341.0,-13037.0,4103.0,47205.0,185.0,2408.0,0.7574,0.2426
2022-09-01,UberEats,D2,215598.0,-173080.0,7408.0,54105.0,288398.0,-26453.0,-7655.0,-1428.0,-12636.0,3859.0,41851.0,179.0,2373.0,0.748,0.252
2022-10-01,UberEats,D2,234879.0,-188527.0,7995.0,55851.0,311007.0,-24798.0,-8693.0,-1584.0,-12862.0,4111.0,45838.0,188.0,2496.0,0.7570999999999999,0.2429
2022-11-01,UberEats,D2,216881.0,-174191.0,7359.0,54460.0,290205.0,-24983.0,-7333.0,-1666.0,-13197.0,4148.0,47319.0,172.0,2356.0,0.7469,0.2531
2022-12-01,UberEats,D2,224676.0,-181330.0,7439.0,57696.0,301850.0,-26053.0,-7956.0,-1841.0,-15120.0,4326.0,48492.0,176.0,2407.0,0.7471,0.2529
2023-01-01,UberEats,D2,236570.0,-190814.0,7951.0,60213.0,316541.0,-25722.0,-9710.0,-1954.0,-16651.0,4457.0,53006.0,191.0,2457.0,0.7508,0.2492
2023-02-01,UberEats,D2,227554.0,-183584.0,7714.0,57411.0,303667.0,-24076.0,-11129.0,-1224.0,-15871.0,4254.0,49254.0,168.0,2391.0,0.7448999999999999,0.2551
2023-03-01,UberEats,D2,268582.0,-217661.0,8997.0,66624.0,357084.0,-25638.0,-13600.0,-1033.0,-18543.0,4578.0,56749.0,195.0,2600.0,0.7464,0.2536
2023-04-01,UberEats,D2,261336.0,-211741.0,8790.0,64297.0,346858.0,-27597.0,-11335.0,-1719.0,-17526.0,4589.0,56428.0,186.0,2573.0,0.7437999999999999,0.2562
2023-05-01,UberEats,D2,261562.0,-212102.0,8811.0,60829.0,343404.0,-28337.0,-11917.0,-1681.0,-15587.0,5215.0,55461.0,201.0,2621.0,0.75,0.25
2023-06-01,UberEats,D2,256308.0,-208262.0,8546.0,60054.0,337094.0,-26615.0,-6017.0,-1780.0,-15234.0,5398.0,57431.0,213.0,2610.0,0.7481,0.2519
2022-06-01,UberEats,E1,52830.0,-42317.0,2117.0,14965.0,71941.0,-6592.0,-1140.0,-442.0,-2919.0,1007.0,15021.0,54.0,660.0,0.585,0.415
2022-07-01,UberEats,E1,55291.0,-44747.0,2193.0,15867.0,75530.0,-6269.0,-1409.0,-441.0,-3434.0,1051.0,15572.0,55.0,667.0,0.607,0.39299999999999996
2022-08-01,UberEats,E1,51879.0,-41818.0,2088.0,15095.0,71151.0,-5814.0,-1675.0,-365.0,-3369.0,1075.0,14511.0,49.0,646.0,0.6167,0.3833
2022-09-01,UberEats,E1,49883.0,-40241.0,1968.0,14118.0,68017.0,-5091.0,-1500.0,-327.0,-3232.0,1026.0,13572.0,45.0,618.0,0.6013000000000001,0.3987
2022-10-01,UberEats,E1,55549.0,-44813.0,2178.0,14764.0,74761.0,-6497.0,-1612.0,-394.0,-3386.0,1103.0,13721.0,50.0,658.0,0.5820000000000001,0.418
2022-11-01,UberEats,E1,54959.0,-44364.0,2153.0,15654.0,75026.0,-6607.0,-1429.0,-417.0,-3748.0,1089.0,14395.0,48.0,658.0,0.5801,0.4199
2022-12-01,UberEats,E1,57913.0,-46842.0,2195.0,16488.0,79030.0,-6278.0,-1541.0,-433.0,-4249.0,1156.0,15297.0,49.0,679.0,0.5876,0.41240000000000004
2023-01-01,UberEats,E1,57628.0,-46404.0,2216.0,16218.0,78470.0,-6195.0,-1739.0,-395.0,-4513.0,1165.0,15225.0,49.0,658.0,0.5943,0.4057
2023-02-01,UberEats,E1,56002.0,-45003.0,2138.0,15886.0,76387.0,-5824.0,-1707.0,-242.0,-4548.0,1133.0,14774.0,44.0,650.0,0.5947,0.4053
2023-03-01,UberEats,E1,61944.0,-49954.0,2359.0,17286.0,84155.0,-6209.0,-1502.0,-185.0,-5002.0,1189.0,16276.0,53.0,687.0,0.5887,0.4113
2023-04-01,UberEats,E1,59505.0,-47979.0,2265.0,16679.0,80907.0,-6635.0,-1277.0,-265.0,-4859.0,1203.0,15343.0,45.0,661.0,0.5837,0.4163
2023-05-01,UberEats,E1,60265.0,-48676.0,2303.0,17064.0,82102.0,-6797.0,-1579.0,-298.0,-4940.0,1396.0,15601.0,47.0,672.0,0.5848,0.4152
2023-06-01,UberEats,E1,57390.0,-46303.0,2184.0,16041.0,77996.0,-5985.0,-881.0,-336.0,-4578.0,1426.0,15732.0,51.0,657.0,0.5877,0.41229999999999994
2022-06-01,UberEats,F1,15790.0,-12668.0,581.0,4368.0,21652.0,-2235.0,-396.0,-235.0,-744.0,380.0,4151.0,22.0,199.0,0.6368,0.3632
2022-07-01,UberEats,F1,17205.0,-13947.0,637.0,5063.0,23924.0,-2346.0,-390.0,-244.0,-1103.0,400.0,4496.0,26.0,213.0,0.6372,0.3628
2022-08-01,UberEats,F1,16306.0,-13171.0,616.0,4863.0,22762.0,-2242.0,-375.0,-216.0,-1120.0,414.0,4290.0,23.0,203.0,0.6377,0.36229999999999996
2022-09-01,UberEats,F1,16215.0,-13055.0,596.0,4757.0,22552.0,-2016.0,-484.0,-219.0,-1175.0,413.0,4137.0,23.0,198.0,0.6356,0.3644
2022-10-01,UberEats,F1,16842.0,-13529.0,606.0,4931.0,23415.0,-1901.0,-395.0,-219.0,-1268.0,453.0,4631.0,21.0,199.0,0.6355,0.36450000000000005
2022-11-01,UberEats,F1,15128.0,-12183.0,551.0,4526.0,21135.0,-1814.0,-228.0,-233.0,-1192.0,436.0,4220.0,20.0,192.0,0.6183,0.38170000000000004
2022-12-01,UberEats,F1,16499.0,-13282.0,586.0,4966.0,23075.0,-2032.0,-291.0,-272.0,-1385.0,450.0,4534.0,22.0,203.0,0.6235,0.3765
2023-01-01,UberEats,F1,16817.0,-13487.0,610.0,5120.0,23586.0,-1988.0,-418.0,-263.0,-1523.0,456.0,4371.0,24.0,202.0,0.6417,0.3583
2023-02-01,UberEats,F1,17397.0,-13934.0,619.0,5257.0,24272.0,-2091.0,-551.0,-133.0,-1558.0,444.0,4314.0,21.0,205.0,0.6384000000000001,0.3616
2023-03-01,UberEats,F1,20654.0,-16614.0,728.0,6252.0,28912.0,-2730.0,-934.0,-111.0,-1912.0,473.0,4271.0,26.0,229.0,0.6154,0.3846
2023-04-01,UberEats,F1,19589.0,-15757.0,688.0,6014.0,27499.0,-2412.0,-892.0,-242.0,-1849.0,472.0,4220.0,25.0,224.0,0.5932999999999999,0.4067
2023-05-01,UberEats,F1,18873.0,-15202.0,669.0,5892.0,26548.0,-2384.0,-704.0,-261.0,-1823.0,550.0,4524.0,26.0,219.0,0.6148,0.38520000000000004
2023-06-01,UberEats,F1,18178.0,-14653.0,645.0,5628.0,25594.0,-2187.0,-590.0,-273.0,-1733.0,560.0,4486.0,28.0,220.0,0.6236,0.3764
2022-06-01,UberEats,G1,23699.0,-18939.0,866.0,6744.0,32949.0,-3446.0,-824.0,-536.0,-1461.0,717.0,5972.0,52.0,342.0,0.6670999999999999,0.3329
2022-07-01,UberEats,G1,25410.0,-20496.0,924.0,7540.0,35672.0,-3398.0,-1001.0,-488.0,-2125.0,783.0,6198.0,52.0,352.0,0.6797,0.32030000000000003
2023-04-01,Postmates,D1,22338.0,-18052.0,762.0,3597.0,27662.0,-2170.0,-1938.0,-490.0,-428.0,170.0,3052.0,34.0,230.0,0.7851,0.21489999999999998
2023-05-01,Postmates,D1,23506.0,-19091.0,790.0,3696.0,28961.0,-2325.0,-3109.0,-359.0,-435.0,196.0,2128.0,41.0,234.0,0.7926000000000001,0.20739999999999997
2023-06-01,Postmates,D1,21429.0,-17403.0,733.0,3406.0,26494.0,-2116.0,-1909.0,-706.0,-371.0,181.0,2640.0,53.0,241.0,0.7886,0.2114
2022-06-01,Postmates,D2,27013.0,-22078.0,917.0,5474.0,34675.0,-3061.0,-890.0,-64.0,-593.0,348.0,5641.0,33.0,364.0,0.8099,0.19010000000000002
2022-07-01,Postmates,D2,27143.0,-22208.0,913.0,5384.0,34805.0,-2728.0,-965.0,-50.0,-532.0,333.0,5621.0,32.0,356.0,0.8112,0.1888
2022-08-01,Postmates,D2,27143.0,-22338.0,912.0,5271.0,34805.0,-2938.0,-1413.0,-22.0,-588.0,323.0,4685.0,32.0,352.0,0.8112999999999999,0.1887
2022-09-01,Postmates,D2,26753.0,-21948.0,880.0,4750.0,33766.0,-2594.0,-1337.0,-19.0,-503.0,297.0,3863.0,27.0,349.0,0.8206,0.1794
2022-10-01,Postmates,D2,27273.0,-22338.0,889.0,4908.0,34545.0,-2376.0,-1388.0,-83.0,-503.0,307.0,4131.0,26.0,330.0,0.8219,0.17809999999999998
2022-11-01,Postmates,D2,24416.0,-19870.0,790.0,4523.0,30909.0,-2320.0,-1258.0,-64.0,-491.0,290.0,4101.0,19.0,291.0,0.813,0.187
2022-12-01,Postmates,D2,24675.0,-20130.0,770.0,4609.0,31299.0,-2366.0,-1188.0,-49.0,-549.0,284.0,4271.0,17.0,278.0,0.8291,0.1709
2023-01-01,Postmates,D2,24416.0,-19870.0,766.0,4646.0,31039.0,-2363.0,-1453.0,-29.0,-568.0,286.0,4344.0,17.0,235.0,0.8238,0.17620000000000002
2023-02-01,Postmates,D2,22468.0,-18182.0,712.0,4301.0,28571.0,-2032.0,-1266.0,-28.0,-494.0,261.0,4212.0,13.0,220.0,0.8184999999999999,0.1815
2023-03-01,Postmates,D2,25844.0,-21169.0,810.0,4868.0,32857.0,-2281.0,-1433.0,-170.0,-546.0,278.0,4843.0,20.0,235.0,0.8225,0.1775
2023-04-01,Postmates,D2,24675.0,-20130.0,782.0,4814.0,31558.0,-2433.0,-1040.0,-82.0,-520.0,251.0,5042.0,13.0,222.0,0.8156,0.1844
2023-05-01,Postmates,D2,23896.0,-19481.0,758.0,4750.0,30519.0,-2320.0,-1321.0,-78.0,-504.0,263.0,4913.0,15.0,213.0,0.8173999999999999,0.1826
2023-06-01,Postmates,D2,21818.0,-17792.0,682.0,4848.0,28442.0,-2136.0,-705.0,-72.0,-531.0,263.0,5099.0,14.0,204.0,0.8269,0.17309999999999998
2022-06-01,Postmates,E1,2138.0,-1752.0,86.0,536.0,2839.0,-258.0,-71.0,-7.0,-41.0,27.0,530.0,4.0,31.0,0.5811,0.4189
2022-07-01,Postmates,E1,2398.0,-1975.0,94.0,573.0,3159.0,-289.0,-110.0,-8.0,-49.0,27.0,525.0,5.0,32.0,0.5922999999999999,0.4077
2022-08-01,Postmates,E1,2249.0,-1851.0,91.0,527.0,2957.0,-272.0,-137.0,-2.0,-46.0,26.0,442.0,4.0,30.0,0.5920000000000001,0.408
2022-09-01,Postmates,E1,1908.0,-1571.0,76.0,420.0,2482.0,-204.0,-132.0,-5.0,-33.0,23.0,330.0,4.0,27.0,0.6022,0.3978
2022-10-01,Postmates,E1,2190.0,-1799.0,86.0,485.0,2852.0,-262.0,-128.0,-13.0,-45.0,24.0,395.0,3.0,27.0,0.5679,0.4321
2022-11-01,Postmates,E1,2212.0,-1818.0,88.0,436.0,2825.0,-275.0,-181.0,-10.0,-46.0,24.0,288.0,3.0,27.0,0.5571,0.4429
2022-12-01,Postmates,E1,2266.0,-1867.0,88.0,363.0,2811.0,-251.0,-127.0,-9.0,-33.0,23.0,301.0,3.0,28.0,0.5914,0.4086
2023-01-01,Postmates,E1,2213.0,-1806.0,87.0,365.0,2755.0,-254.0,-153.0,-13.0,-36.0,21.0,288.0,3.0,23.0,0.5659000000000001,0.4341
2023-02-01,Postmates,E1,2108.0,-1716.0,81.0,382.0,2658.0,-237.0,-166.0,-13.0,-40.0,18.0,276.0,3.0,22.0,0.5719,0.42810000000000004
2023-03-01,Postmates,E1,2546.0,-2076.0,94.0,438.0,3186.0,-261.0,-228.0,-81.0,-47.0,20.0,309.0,5.0,26.0,0.5752,0.42479999999999996
2023-04-01,Postmates,E1,2330.0,-1896.0,89.0,417.0,2932.0,-288.0,-173.0,-21.0,-42.0,19.0,293.0,3.0,24.0,0.5523,0.44770000000000004
2023-05-01,Postmates,E1,2464.0,-2008.0,94.0,432.0,3090.0,-300.0,-262.0,-10.0,-49.0,24.0,237.0,4.0,24.0,0.5394,0.4606
2023-06-01,Postmates,E1,2262.0,-1844.0,85.0,391.0,2832.0,-251.0,-164.0,-38.0,-40.0,22.0,309.0,4.0,23.0,0.5634,0.4366
2022-06-01,Postmates,F1,2245.0,-1822.0,79.0,583.0,3037.0,-276.0,-89.0,-8.0,-73.0,49.0,568.0,3.0,27.0,0.652,0.348
2022-07-01,Postmates,F1,2294.0,-1869.0,81.0,582.0,3090.0,-287.0,-117.0,-5.0,-74.0,44.0,521.0,3.0,27.0,0.6397999999999999,0.3602
2022-08-01,Postmates,F1,2216.0,-1804.0,78.0,547.0,2971.0,-281.0,-144.0,-3.0,-71.0,41.0,456.0,3.0,25.0,0.6552,0.3448
2022-09-01,Postmates,F1,2121.0,-1724.0,74.0,494.0,2813.0,-245.0,-164.0,-1.0,-63.0,37.0,383.0,3.0,25.0,0.6446,0.3554
2022-10-01,Postmates,F1,2118.0,-1723.0,73.0,499.0,2815.0,-228.0,-143.0,-9.0,-63.0,38.0,431.0,2.0,23.0,0.6546,0.3454
2022-11-01,Postmates,F1,1952.0,-1587.0,66.0,390.0,2520.0,-212.0,-169.0,-2.0,-49.0,32.0,291.0,2.0,22.0,0.6652,0.3348
2022-12-01,Postmates,F1,2239.0,-1821.0,75.0,341.0,2776.0,-256.0,-164.0,-6.0,-37.0,29.0,273.0,2.0,23.0,0.6496,0.3504
2023-01-01,Postmates,F1,2250.0,-1818.0,76.0,356.0,2805.0,-254.0,-193.0,-5.0,-42.0,29.0,237.0,2.0,20.0,0.6573,0.3427
2023-02-01,Postmates,F1,2239.0,-1803.0,73.0,414.0,2850.0,-258.0,-206.0,-2.0,-58.0,30.0,270.0,2.0,20.0,0.6631,0.3369
2023-03-01,Postmates,F1,2604.0,-2108.0,86.0,492.0,3329.0,-330.0,-220.0,-34.0,-66.0,30.0,278.0,4.0,23.0,0.6448,0.3552
2023-04-01,Postmates,F1,2355.0,-1905.0,78.0,445.0,3010.0,-282.0,-157.0,-20.0,-61.0,27.0,302.0,2.0,21.0,0.6313,0.36869999999999997
2023-05-01,Postmates,F1,2365.0,-1912.0,80.0,450.0,3024.0,-302.0,-190.0,-7.0,-59.0,30.0,289.0,3.0,20.0,0.6175999999999999,0.3824
2023-06-01,Postmates,F1,2139.0,-1733.0,71.0,405.0,2736.0,-261.0,-145.0,-16.0,-54.0,28.0,291.0,3.0,20.0,0.6361,0.3639
2022-06-01,Postmates,G1,1821.0,-1489.0,67.0,421.0,2423.0,-231.0,-81.0,-15.0,-39.0,28.0,396.0,6.0,31.0,0.6776000000000001,0.3224
2022-07-01,Postmates,G1,1805.0,-1487.0,67.0,409.0,2395.0,-226.0,-107.0,-12.0,-38.0,27.0,356.0,6.0,30.0,0.6583,0.3417
2022-08-01,UberEats,G1,24548.0,-19687.0,913.0,7335.0,34546.0,-3244.0,-1008.0,-484.0,-2097.0,783.0,6185.0,53.0,351.0,0.6767,0.3233
2022-09-01,UberEats,G1,24599.0,-19694.0,905.0,7308.0,34574.0,-3126.0,-1121.0,-477.0,-2104.0,764.0,5874.0,51.0,349.0,0.6581999999999999,0.3418
2022-10-01,UberEats,G1,26157.0,-20904.0,949.0,7910.0,36919.0,-3231.0,-1056.0,-523.0,-2430.0,846.0,6107.0,52.0,362.0,0.6523,0.3477
2022-11-01,UberEats,G1,24706.0,-19829.0,903.0,7411.0,34802.0,-3128.0,-780.0,-586.0,-2299.0,804.0,5335.0,48.0,351.0,0.6409,0.3591
2022-12-01,UberEats,G1,26384.0,-21154.0,948.0,8121.0,37366.0,-3276.0,-997.0,-617.0,-2711.0,847.0,5898.0,50.0,362.0,0.6454000000000001,0.3546
2023-01-01,UberEats,G1,27091.0,-21622.0,990.0,8374.0,38403.0,-3272.0,-1306.0,-607.0,-2950.0,855.0,5443.0,56.0,366.0,0.6604000000000001,0.3396
2023-02-01,UberEats,G1,27137.0,-21656.0,985.0,8390.0,38341.0,-3104.0,-1508.0,-313.0,-3023.0,827.0,5733.0,46.0,362.0,0.6415000000000001,0.35850000000000004
2023-03-01,UberEats,G1,31822.0,-25533.0,1144.0,9694.0,44926.0,-3564.0,-2092.0,-238.0,-3556.0,903.0,4827.0,59.0,412.0,0.638,0.36200000000000004
2023-04-01,UberEats,G1,31233.0,-25088.0,1116.0,9533.0,44081.0,-3502.0,-1909.0,-559.0,-3472.0,912.0,4778.0,56.0,403.0,0.6369,0.36310000000000003
2023-05-01,UberEats,G1,29742.0,-23776.0,1062.0,9233.0,42068.0,-3477.0,-1605.0,-558.0,-3398.0,1059.0,5781.0,57.0,388.0,0.6435,0.3565
2023-06-01,UberEats,G1,28929.0,-23135.0,1022.0,8814.0,40846.0,-3330.0,-1285.0,-552.0,-3202.0,1084.0,6381.0,60.0,380.0,0.6557999999999999,0.3442
2022-06-01,UberEats,H1,485214.0,-385758.0,18371.0,114443.0,638314.0,-68135.0,-11654.0,-4319.0,-13897.0,6714.0,120818.0,505.0,5534.0,0.7661,0.2339
2022-07-01,UberEats,H1,512821.0,-411680.0,19036.0,120897.0,674677.0,-64677.0,-16841.0,-4325.0,-20838.0,7456.0,112515.0,521.0,5625.0,0.7834,0.21660000000000001
2022-08-01,UberEats,H1,512222.0,-410252.0,19047.0,121534.0,675015.0,-64627.0,-23145.0,-3820.0,-22279.0,7631.0,112693.0,490.0,5611.0,0.7886,0.2114
2022-09-01,UberEats,H1,497271.0,-398060.0,18275.0,118091.0,655365.0,-56194.0,-20139.0,-3560.0,-22618.0,7326.0,110116.0,439.0,5450.0,0.7796,0.22039999999999998
2022-10-01,UberEats,H1,534757.0,-427882.0,19408.0,122961.0,700203.0,-61672.0,-21121.0,-3998.0,-24227.0,7903.0,115918.0,468.0,5651.0,0.7768999999999999,0.2231
2022-11-01,UberEats,H1,504230.0,-404715.0,18180.0,120124.0,664804.0,-59228.0,-19176.0,-4143.0,-25001.0,7997.0,116573.0,419.0,5471.0,0.7720999999999999,0.2279
2022-12-01,UberEats,H1,531324.0,-426234.0,18801.0,127290.0,700998.0,-59200.0,-20825.0,-4811.0,-28291.0,8492.0,125020.0,421.0,5567.0,0.7784,0.2216
2023-01-01,UberEats,H1,539860.0,-432627.0,19383.0,129368.0,712267.0,-56470.0,-24387.0,-5806.0,-30967.0,8617.0,126299.0,476.0,5624.0,0.7834,0.21660000000000001
2023-02-01,UberEats,H1,530992.0,-426203.0,18860.0,126988.0,700344.0,-56604.0,-28942.0,-3990.0,-31352.0,8189.0,116018.0,426.0,5578.0,0.7802,0.2198
2023-03-01,UberEats,H1,629544.0,-508209.0,22234.0,139459.0,818577.0,-67380.0,-35615.0,-5196.0,-33660.0,8960.0,121250.0,552.0,6214.0,0.7759,0.2241
2023-04-01,UberEats,H1,611782.0,-493416.0,21643.0,133137.0,793151.0,-65690.0,-31189.0,-5610.0,-31329.0,9100.0,122755.0,539.0,6209.0,0.7706999999999999,0.2293
2023-05-01,UberEats,H1,621782.0,-502855.0,22268.0,134754.0,805154.0,-67979.0,-31294.0,-5715.0,-30631.0,10612.0,128390.0,579.0,6345.0,0.7687,0.23129999999999998
2023-06-01,UberEats,H1,609115.0,-492607.0,21810.0,131655.0,788403.0,-62761.0,-24489.0,-7233.0,-30061.0,11026.0,129646.0,627.0,6312.0,0.7674,0.23260000000000003
2022-06-01,UberEats,I1,76534.0,-61231.0,2956.0,19320.0,101709.0,-19972.0,-1957.0,-1170.0,-2121.0,1037.0,10494.0,116.0,1062.0,0.5545,0.44549999999999995
2022-07-01,UberEats,I1,81397.0,-65838.0,3106.0,20027.0,107686.0,-19539.0,-2564.0,-1182.0,-3102.0,1139.0,9732.0,126.0,1101.0,0.5927,0.4073
2022-08-01,UberEats,I1,76951.0,-62116.0,2988.0,20383.0,103244.0,-18461.0,-2359.0,-1019.0,-3210.0,1186.0,11467.0,111.0,1056.0,0.5985,0.40149999999999997
2022-09-01,UberEats,I1,77910.0,-62716.0,2940.0,20723.0,104602.0,-18347.0,-3014.0,-970.0,-3445.0,1220.0,11302.0,104.0,1047.0,0.5939,0.4061
2022-10-01,UberEats,I1,80415.0,-64638.0,2976.0,22887.0,109493.0,-18674.0,-2335.0,-977.0,-4522.0,1412.0,13464.0,100.0,1053.0,0.5811999999999999,0.4188
2022-11-01,UberEats,I1,79198.0,-63771.0,2956.0,21454.0,106717.0,-18784.0,-1934.0,-1065.0,-4030.0,1373.0,13036.0,99.0,1055.0,0.5690999999999999,0.43090000000000006
2022-12-01,UberEats,I1,84317.0,-68029.0,3090.0,23216.0,113946.0,-18016.0,-2439.0,-1069.0,-4853.0,1496.0,14821.0,98.0,1090.0,0.5752,0.42479999999999996
2023-01-01,UberEats,I1,83277.0,-66930.0,3076.0,22956.0,112584.0,-16502.0,-2825.0,-1108.0,-5228.0,1528.0,15829.0,105.0,1084.0,0.5943999999999999,0.4056
