,,,,,,,,,,,,,,,,,,
,Month,App,City ID,Basket,Payment to Merchants,Trips,Total Eater Fees,Gross Bookings,Payments to Couriers,Incentive to Existing Eaters,Incentive to New Eaters,Discount due to other promotions/subscriptions,Revenue gained due to subscription,Net Revenue,New Eaters,Active Eaters,%SMB,%ENT
,2022-09-01 0:00:00,Postmates,C2,"$26,753","-$21,948",889,"$4,528","$34,156","-$2,205","-$1,806",-$45,-$509,$223,"$3,790",44,400,85.33%,14.67%
,2022-10-01 0:00:00,Postmates,C2,"$28,571","-$23,506",927,"$4,909","$36,623","-$1,991","-$1,852",-$143,-$563,$236,"$3,877",45,381,84.94%,15.06%
,2022-11-01 0:00:00,Postmates,C2,"$25,325","-$20,779",831,"$4,386","$32,468","-$1,941","-$1,640",-$139,-$498,$212,"$3,942",31,341,84.84%,15.16%
,2022-12-01 0:00:00,Postmates,C2,"$25,974","-$21,429",832,"$4,618","$33,377","-$1,931","-$1,280",-$116,-$576,$205,"$4,455",31,333,84.88%,15.12%
,2023-01-01 0:00:00,Postmates,C2,"$24,805","-$20,260",810,"$4,635","$32,078","-$1,713","-$1,739",-$192,-$565,$210,"$4,192",32,266,83.71%,16.29%
,2023-02-01 0:00:00,Postmates,C2,"$23,247","-$19,091",755,"$4,249","$30,000","-$1,523","-$1,607",-$188,-$559,$201,"$3,533",30,259,84.16%,15.84%
,2023-03-01 0:00:00,Postmates,C2,"$30,130","-$24,675",942,"$5,468","$38,701","-$2,001","-$2,916","-$1,166",-$754,$241,"$3,660",68,320,84.06%,15.94%
,2023-04-01 0:00:00,Postmates,C2,"$25,844","-$21,169",820,"$4,831","$33,377","-$1,816","-$1,672",-$521,-$615,$213,"$4,229",31,266,83.65%,16.35%
,2023-05-01 0:00:00,Postmates,C2,"$24,805","-$20,390",797,"$4,777","$32,208","-$1,902","-$2,163",-$194,-$596,$234,"$3,659",32,257,83.45%,16.55%
,2023-06-01 0:00:00,Postmates,C2,"$23,636","-$19,351",760,"$4,887","$30,909","-$1,801","-$1,747",-$394,-$548,$228,"$4,057",41,269,84.29%,15.71%
,2022-06-01 0:00:00,Postmates,C3,"$3,382","-$2,738",107,$603,"$4,257",-$326,-$167,-$39,-$50,$25,$674,11,55,79.85%,20.15%
,2022-07-01 0:00:00,Postmates,C3,"$3,748","-$3,040",115,$639,"$4,687",-$314,-$254,-$38,-$51,$28,$665,13,58,80.88%,19.12%
,2022-08-01 0:00:00,Postmates,C3,"$4,086","-$3,307",122,$667,"$5,076",-$317,-$454,-$30,-$56,$30,$549,13,60,81.76%,18.24%
,2022-09-01 0:00:00,Postmates,C3,"$4,119","-$3,347",124,$631,"$5,075",-$331,-$420,-$13,-$57,$29,$497,11,61,81.37%,18.63%
,2022-10-01 0:00:00,Postmates,C3,"$4,421","-$3,569",130,$700,"$5,469",-$368,-$425,-$41,-$66,$32,$535,10,60,81.56%,18.44%
,2022-11-01 0:00:00,Postmates,C3,"$4,442","-$3,575",130,$636,"$5,428",-$375,-$556,-$47,-$61,$30,$433,8,58,82.43%,17.57%
,2022-12-01 0:00:00,Postmates,C3,"$4,506","-$3,628",129,$575,"$5,429",-$398,-$444,-$40,-$57,$28,$460,8,55,84.07%,15.93%
,2023-01-01 0:00:00,Postmates,C3,"$4,410","-$3,519",128,$582,"$5,332",-$375,-$618,-$69,-$64,$28,$349,10,49,81.71%,18.29%
,2023-02-01 0:00:00,Postmates,C3,"$4,782","-$3,812",138,$640,"$5,790",-$422,-$729,-$79,-$85,$29,$295,10,52,82.18%,17.82%
,2023-03-01 0:00:00,Postmates,C3,"$6,048","-$4,850",172,$802,"$7,312",-$508,-$953,-$364,-$112,$36,$365,19,66,82.41%,17.59%
,2023-04-01 0:00:00,Postmates,C3,"$5,706","-$4,571",164,$761,"$6,903",-$494,-$768,-$163,-$102,$35,$472,10,61,82.29%,17.71%
,2023-05-01 0:00:00,Postmates,C3,"$5,983","-$4,784",172,$807,"$7,252",-$501,"-$1,044",-$89,-$105,$45,$327,11,62,82.06%,17.94%
,2023-06-01 0:00:00,Postmates,C3,"$5,284","-$4,252",152,$693,"$6,389",-$446,-$684,-$177,-$80,$40,$486,15,62,82.17%,17.83%
,2022-06-01 0:00:00,Postmates,D1,"$18,312","-$14,935",680,"$4,068","$23,896","-$1,882",-$649,-$110,-$330,$183,"$4,374",47,293,78.43%,21.57%
,2022-07-01 0:00:00,Postmates,D1,"$19,091","-$15,584",702,"$4,102","$24,675","-$1,943",-$827,-$98,-$362,$183,"$4,109",49,298,77.83%,22.17%
,2022-08-01 0:00:00,Postmates,D1,"$19,740","-$16,104",717,"$4,062","$25,325","-$2,054","-$1,365",-$61,-$375,$187,"$3,547",49,295,78.59%,21.41%
,2022-09-01 0:00:00,Postmates,D1,"$19,610","-$15,974",705,"$3,756","$24,935","-$1,850","-$1,322",-$25,-$351,$179,"$3,319",41,288,78.80%,21.20%
,2022-10-01 0:00:00,Postmates,D1,"$20,000","-$16,234",710,"$3,987","$25,455","-$2,004","-$1,292",-$72,-$396,$184,"$3,504",37,274,77.52%,22.48%
,2022-11-01 0:00:00,Postmates,D1,"$19,221","-$15,714",682,"$3,402","$24,156","-$1,901","-$1,558",-$124,-$361,$176,"$2,646",30,255,77.53%,22.47%
,2022-12-01 0:00:00,Postmates,D1,"$20,260","-$16,494",715,"$3,029","$24,805","-$1,947","-$1,229",-$128,-$274,$150,"$2,722",30,253,78.16%,21.84%
,2023-01-01 0:00:00,Postmates,D1,"$20,000","-$16,234",707,"$3,087","$24,675","-$1,943","-$1,646",-$183,-$308,$160,"$2,501",31,214,77.89%,22.11%
,2023-02-01 0:00:00,Postmates,D1,"$19,221","-$15,455",654,"$3,143","$23,896","-$1,898","-$1,748",-$155,-$382,$151,"$2,281",27,203,78.17%,21.83%
,2023-03-01 0:00:00,Postmates,D1,"$24,545","-$20,000",818,"$3,860","$30,390","-$2,353","-$2,453","-$1,202",-$484,$181,"$2,710",59,252,79.60%,20.40%
,2023-04-01 0:00:00,UberEats,D1,"$795,296","-$642,114","29,195","$178,136","$1,036,489","-$81,435","-$37,850","-$6,910","-$43,873","$12,287","$167,781",607,"7,723",74.33%,25.67%
,2023-05-01 0:00:00,UberEats,D1,"$809,911","-$655,320","29,716","$179,773","$1,052,950","-$86,307","-$41,269","-$5,763","-$42,008","$14,170","$170,395",606,"7,854",75.62%,24.38%
,2023-06-01 0:00:00,UberEats,D1,"$790,384","-$639,394","29,074","$174,842","$1,027,103","-$79,394","-$27,697","-$6,586","-$40,725","$14,590","$172,897",655,"7,785",75.19%,24.81%
,2022-06-01 0:00:00,UberEats,D2,"$207,631","-$165,383","7,330","$51,580","$275,364","-$28,691","-$4,720","-$1,541","-$8,783","$3,677","$50,756",187,"2,363",73.84%,26.16%
,2022-07-01 0:00:00,UberEats,D2,"$216,837","-$174,024","7,539","$53,472","$289,566","-$25,244","-$6,838","-$1,424","-$11,261","$4,033","$51,368",189,"2,374",75.88%,24.12%
,2022-08-01 0:00:00,UberEats,D2,"$221,183","-$177,481","7,684","$56,293","$296,706","-$27,865","-$9,453","-$1,341","-$13,037","$4,103","$47,205",185,"2,408",75.74%,24.26%
,2022-09-01 0:00:00,UberEats,D2,"$215,598","-$173,080","7,408","$54,105","$288,398","-$26,453","-$7,655","-$1,428","-$12,636","$3,859","$41,851",179,"2,373",74.80%,25.20%
,2022-10-01 0:00:00,UberEats,D2,"$234,879","-$188,527","7,995","$55,851","$311,007","-$24,798","-$8,693","-$1,584","-$12,862","$4,111","$45,838",188,"2,496",75.71%,24.29%
,2022-11-01 0:00:00,UberEats,D2,"$216,881","-$174,191","7,359","$54,460","$290,205","-$24,983","-$7,333","-$1,666","-$13,197","$4,148","$47,319",172,"2,356",74.69%,25.31%
,2022-12-01 0:00:00,UberEats,D2,"$224,676","-$181,330","7,439","$57,696","$301,850","-$26,053","-$7,956","-$1,841","-$15,120","$4,326","$48,492",176,"2,407",74.71%,25.29%
,2023-01-01 0:00:00,UberEats,D2,"$236,570","-$190,814","7,951","$60,213","$316,541","-$25,722","-$9,710","-$1,954","-$16,651","$4,457","$53,006",191,"2,457",75.08%,24.92%
,2023-02-01 0:00:00,UberEats,D2,"$227,554","-$183,584","7,714","$57,411","$303,667","-$24,076","-$11,129","-$1,224","-$15,871","$4,254","$49,254",168,"2,391",74.49%,25.51%
,2023-03-01 0:00:00,UberEats,D2,"$268,582","-$217,661","8,997","$66,624","$357,084","-$25,638","-$13,600","-$1,033","-$18,543","$4,578","$56,749",195,"2,600",74.64%,25.36%
,2023-04-01 0:00:00,UberEats,D2,"$261,336","-$211,741","8,790","$64,297","$346,858","-$27,597","-$11,335","-$1,719","-$17,526","$4,589","$56,428",186,"2,573",74.38%,25.62%
,2023-05-01 0:00:00,UberEats,D2,"$261,562","-$212,102","8,811","$60,829","$343,404","-$28,337","-$11,917","-$1,681","-$15,587","$5,215","$55,461",201,"2,621",75.00%,25.00%
,2023-06-01 0:00:00,UberEats,D2,"$256,308","-$208,262","8,546","$60,054","$337,094","-$26,615","-$6,017","-$1,780","-$15,234","$5,398","$57,431",213,"2,610",74.81%,25.19%
,2022-06-01 0:00:00,UberEats,E1,"$52,830","-$42,317","2,117","$14,965","$71,941","-$6,592","-$1,140",-$442,"-$2,919","$1,007","$15,021",54,660,58.50%,41.50%
,2022-07-01 0:00:00,UberEats,E1,"$55,291","-$44,747","2,193","$15,867","$75,530","-$6,269","-$1,409",-$441,"-$3,434","$1,051","$15,572",55,667,60.70%,39.30%
,2022-08-01 0:00:00,UberEats,E1,"$51,879","-$41,818","2,088","$15,095","$71,151","-$5,814","-$1,675",-$365,"-$3,369","$1,075","$14,511",49,646,61.67%,38.33%
,2022-09-01 0:00:00,UberEats,E1,"$49,883","-$40,241","1,968","$14,118","$68,017","-$5,091","-$1,500",-$327,"-$3,232","$1,026","$13,572",45,618,60.13%,39.87%
,2022-10-01 0:00:00,UberEats,E1,"$55,549","-$44,813","2,178","$14,764","$74,761","-$6,497","-$1,612",-$394,"-$3,386","$1,103","$13,721",50,658,58.20%,41.80%
,2022-11-01 0:00:00,UberEats,E1,"$54,959","-$44,364","2,153","$15,654","$75,026","-$6,607","-$1,429",-$417,"-$3,748","$1,089","$14,395",48,658,58.01%,41.99%
,2022-12-01 0:00:00,UberEats,E1,"$57,913","-$46,842","2,195","$16,488","$79,030","-$6,278","-$1,541",-$433,"-$4,249","$1,156","$15,297",49,679,58.76%,41.24%
,2023-01-01 0:00:00,UberEats,E1,"$57,628","-$46,404","2,216","$16,218","$78,470","-$6,195","-$1,739",-$395,"-$4,513","$1,165","$15,225",49,658,59.43%,40.57%
,2023-02-01 0:00:00,UberEats,E1,"$56,002","-$45,003","2,138","$15,886","$76,387","-$5,824","-$1,707",-$242,"-$4,548","$1,133","$14,774",44,650,59.47%,40.53%
,2023-03-01 0:00:00,UberEats,E1,"$61,944","-$49,954","2,359","$17,286","$84,155","-$6,209","-$1,502",-$185,"-$5,002","$1,189","$16,276",53,687,58.87%,41.13%
,2023-04-01 0:00:00,UberEats,E1,"$59,505","-$47,979","2,265","$16,679","$80,907","-$6,635","-$1,277",-$265,"-$4,859","$1,203","$15,343",45,661,58.37%,41.63%
,2023-05-01 0:00:00,UberEats,E1,"$60,265","-$48,676","2,303","$17,064","$82,102","-$6,797","-$1,579",-$298,"-$4,940","$1,396","$15,601",47,672,58.48%,41.52%
,2023-06-01 0:00:00,UberEats,E1,"$57,390","-$46,303","2,184","$16,041","$77,996","-$5,985",-$881,-$336,"-$4,578","$1,426","$15,732",51,657,58.77%,41.23%
,2022-06-01 0:00:00,UberEats,F1,"$15,790","-$12,668",581,"$4,368","$21,652","-$2,235",-$396,-$235,-$744,$380,"$4,151",22,199,63.68%,36.32%
,2022-07-01 0:00:00,UberEats,F1,"$17,205","-$13,947",637,"$5,063","$23,924","-$2,346",-$390,-$244,"-$1,103",$400,"$4,496",26,213,63.72%,36.28%
,2022-08-01 0:00:00,UberEats,F1,"$16,306","-$13,171",616,"$4,863","$22,762","-$2,242",-$375,-$216,"-$1,120",$414,"$4,290",23,203,63.77%,36.23%
,2022-09-01 0:00:00,UberEats,F1,"$16,215","-$13,055",596,"$4,757","$22,552","-$2,016",-$484,-$219,"-$1,175",$413,"$4,137",23,198,63.56%,36.44%
,2022-10-01 0:00:00,UberEats,F1,"$16,842","-$13,529",606,"$4,931","$23,415","-$1,901",-$395,-$219,"-$1,268",$453,"$4,631",21,199,63.55%,36.45%
,2022-11-01 0:00:00,UberEats,F1,"$15,128","-$12,183",551,"$4,526","$21,135","-$1,814",-$228,-$233,"-$1,192",$436,"$4,220",20,192,61.83%,38.17%
,2022-12-01 0:00:00,UberEats,F1,"$16,499","-$13,282",586,"$4,966","$23,075","-$2,032",-$291,-$272,"-$1,385",$450,"$4,534",22,203,62.35%,37.65%
,2023-01-01 0:00:00,UberEats,F1,"$16,817","-$13,487",610,"$5,120","$23,586","-$1,988",-$418,-$263,"-$1,523",$456,"$4,371",24,202,64.17%,35.83%
,2023-02-01 0:00:00,UberEats,F1,"$17,397","-$13,934",619,"$5,257","$24,272","-$2,091",-$551,-$133,"-$1,558",$444,"$4,314",21,205,63.84%,36.16%
,2023-03-01 0:00:00,UberEats,F1,"$20,654","-$16,614",728,"$6,252","$28,912","-$2,730",-$934,-$111,"-$1,912",$473,"$4,271",26,229,61.54%,38.46%
,2023-04-01 0:00:00,UberEats,F1,"$19,589","-$15,757",688,"$6,014","$27,499","-$2,412",-$892,-$242,"-$1,849",$472,"$4,220",25,224,59.33%,40.67%
,2023-05-01 0:00:00,UberEats,F1,"$18,873","-$15,202",669,"$5,892","$26,548","-$2,384",-$704,-$261,"-$1,823",$550,"$4,524",26,219,61.48%,38.52%
,2023-06-01 0:00:00,UberEats,F1,"$18,178","-$14,653",645,"$5,628","$25,594","-$2,187",-$590,-$273,"-$1,733",$560,"$4,486",28,220,62.36%,37.64%
,2022-06-01 0:00:00,UberEats,G1,"$23,699","-$18,939",866,"$6,744","$32,949","-$3,446",-$824,-$536,"-$1,461",$717,"$5,972",52,342,66.71%,33.29%
,2022-07-01 0:00:00,UberEats,G1,"$25,410","-$20,496",924,"$7,540","$35,672","-$3,398","-$1,001",-$488,"-$2,125",$783,"$6,198",52,352,67.97%,32.03%
,2023-04-01 0:00:00,Postmates,D1,"$22,338","-$18,052",762,"$3,597","$27,662","-$2,170","-$1,938",-$490,-$428,$170,"$3,052",34,230,78.51%,21.49%
,2023-05-01 0:00:00,Postmates,D1,"$23,506","-$19,091",790,"$3,696","$28,961","-$2,325","-$3,109",-$359,-$435,$196,"$2,128",41,234,79.26%,20.74%
,2023-06-01 0:00:00,Postmates,D1,"$21,429","-$17,403",733,"$3,406","$26,494","-$2,116","-$1,909",-$706,-$371,$181,"$2,640",53,241,78.86%,21.14%
,2022-06-01 0:00:00,Postmates,D2,"$27,013","-$22,078",917,"$5,474","$34,675","-$3,061",-$890,-$64,-$593,$348,"$5,641",33,364,80.99%,19.01%
,2022-07-01 0:00:00,Postmates,D2,"$27,143","-$22,208",913,"$5,384","$34,805","-$2,728",-$965,-$50,-$532,$333,"$5,621",32,356,81.12%,18.88%
,2022-08-01 0:00:00,Postmates,D2,"$27,143","-$22,338",912,"$5,271","$34,805","-$2,938","-$1,413",-$22,-$588,$323,"$4,685",32,352,81.13%,18.87%
,2022-09-01 0:00:00,Postmates,D2,"$26,753","-$21,948",880,"$4,750","$33,766","-$2,594","-$1,337",-$19,-$503,$297,"$3,863",27,349,82.06%,17.94%
,2022-10-01 0:00:00,Postmates,D2,"$27,273","-$22,338",889,"$4,908","$34,545","-$2,376","-$1,388",-$83,-$503,$307,"$4,131",26,330,82.19%,17.81%
,2022-11-01 0:00:00,Postmates,D2,"$24,416","-$19,870",790,"$4,523","$30,909","-$2,320","-$1,258",-$64,-$491,$290,"$4,101",19,291,81.30%,18.70%
,2022-12-01 0:00:00,Postmates,D2,"$24,675","-$20,130",770,"$4,609","$31,299","-$2,366","-$1,188",-$49,-$549,$284,"$4,271",17,278,82.91%,17.09%
,2023-01-01 0:00:00,Postmates,D2,"$24,416","-$19,870",766,"$4,646","$31,039","-$2,363","-$1,453",-$29,-$568,$286,"$4,344",17,235,82.38%,17.62%
,2023-02-01 0:00:00,Postmates,D2,"$22,468","-$18,182",712,"$4,301","$28,571","-$2,032","-$1,266",-$28,-$494,$261,"$4,212",13,220,81.85%,18.15%
,2023-03-01 0:00:00,Postmates,D2,"$25,844","-$21,169",810,"$4,868","$32,857","-$2,281","-$1,433",-$170,-$546,$278,"$4,843",20,235,82.25%,17.75%
,2023-04-01 0:00:00,Postmates,D2,"$24,675","-$20,130",782,"$4,814","$31,558","-$2,433","-$1,040",-$82,-$520,$251,"$5,042",13,222,81.56%,18.44%
,2023-05-01 0:00:00,Postmates,D2,"$23,896","-$19,481",758,"$4,750","$30,519","-$2,320","-$1,321",-$78,-$504,$263,"$4,913",15,213,81.74%,18.26%
,2023-06-01 0:00:00,Postmates,D2,"$21,818","-$17,792",682,"$4,848","$28,442","-$2,136",-$705,-$72,-$531,$263,"$5,099",14,204,82.69%,17.31%
,2022-06-01 0:00:00,Postmates,E1,"$2,138","-$1,752",86,$536,"$2,839",-$258,-$71,-$7,-$41,$27,$530,4,31,58.11%,41.89%
,2022-07-01 0:00:00,Postmates,E1,"$2,398","-$1,975",94,$573,"$3,159",-$289,-$110,-$8,-$49,$27,$525,5,32,59.23%,40.77%
,2022-08-01 0:00:00,Postmates,E1,"$2,249","-$1,851",91,$527,"$2,957",-$272,-$137,-$2,-$46,$26,$442,4,30,59.20%,40.80%
,2022-09-01 0:00:00,Postmates,E1,"$1,908","-$1,571",76,$420,"$2,482",-$204,-$132,-$5,-$33,$23,$330,4,27,60.22%,39.78%
,2022-10-01 0:00:00,Postmates,E1,"$2,190","-$1,799",86,$485,"$2,852",-$262,-$128,-$13,-$45,$24,$395,3,27,56.79%,43.21%
,2022-11-01 0:00:00,Postmates,E1,"$2,212","-$1,818",88,$436,"$2,825",-$275,-$181,-$10,-$46,$24,$288,3,27,55.71%,44.29%
,2022-12-01 0:00:00,Postmates,E1,"$2,266","-$1,867",88,$363,"$2,811",-$251,-$127,-$9,-$33,$23,$301,3,28,59.14%,40.86%
,2023-01-01 0:00:00,Postmates,E1,"$2,213","-$1,806",87,$365,"$2,755",-$254,-$153,-$13,-$36,$21,$288,3,23,56.59%,43.41%
,2023-02-01 0:00:00,Postmates,E1,"$2,108","-$1,716",81,$382,"$2,658",-$237,-$166,-$13,-$40,$18,$276,3,22,57.19%,42.81%
,2023-03-01 0:00:00,Postmates,E1,"$2,546","-$2,076",94,$438,"$3,186",-$261,-$228,-$81,-$47,$20,$309,5,26,57.52%,42.48%
,2023-04-01 0:00:00,Postmates,E1,"$2,330","-$1,896",89,$417,"$2,932",-$288,-$173,-$21,-$42,$19,$293,3,24,55.23%,44.77%
,2023-05-01 0:00:00,Postmates,E1,"$2,464","-$2,008",94,$432,"$3,090",-$300,-$262,-$10,-$49,$24,$237,4,24,53.94%,46.06%
,2023-06-01 0:00:00,Postmates,E1,"$2,262","-$1,844",85,$391,"$2,832",-$251,-$164,-$38,-$40,$22,$309,4,23,56.34%,43.66%
,2022-06-01 0:00:00,Postmates,F1,"$2,245","-$1,822",79,$583,"$3,037",-$276,-$89,-$8,-$73,$49,$568,3,27,65.20%,34.80%
,2022-07-01 0:00:00,Postmates,F1,"$2,294","-$1,869",81,$582,"$3,090",-$287,-$117,-$5,-$74,$44,$521,3,27,63.98%,36.02%
,2022-08-01 0:00:00,Postmates,F1,"$2,216","-$1,804",78,$547,"$2,971",-$281,-$144,-$3,-$71,$41,$456,3,25,65.52%,34.48%
,2022-09-01 0:00:00,Postmates,F1,"$2,121","-$1,724",74,$494,"$2,813",-$245,-$164,-$1,-$63,$37,$383,3,25,64.46%,35.54%
,2022-10-01 0:00:00,Postmates,F1,"$2,118","-$1,723",73,$499,"$2,815",-$228,-$143,-$9,-$63,$38,$431,2,23,65.46%,34.54%
,2022-11-01 0:00:00,Postmates,F1,"$1,952","-$1,587",66,$390,"$2,520",-$212,-$169,-$2,-$49,$32,$291,2,22,66.52%,33.48%
,2022-12-01 0:00:00,Postmates,F1,"$2,239","-$1,821",75,$341,"$2,776",-$256,-$164,-$6,-$37,$29,$273,2,23,64.96%,35.04%
,2023-01-01 0:00:00,Postmates,F1,"$2,250","-$1,818",76,$356,"$2,805",-$254,-$193,-$5,-$42,$29,$237,2,20,65.73%,34.27%
,2023-02-01 0:00:00,Postmates,F1,"$2,239","-$1,803",73,$414,"$2,850",-$258,-$206,-$2,-$58,$30,$270,2,20,66.31%,33.69%
,2023-03-01 0:00:00,Postmates,F1,"$2,604","-$2,108",86,$492,"$3,329",-$330,-$220,-$34,-$66,$30,$278,4,23,64.48%,35.52%
,2023-04-01 0:00:00,Postmates,F1,"$2,355","-$1,905",78,$445,"$3,010",-$282,-$157,-$20,-$61,$27,$302,2,21,63.13%,36.87%
,2023-05-01 0:00:00,Postmates,F1,"$2,365","-$1,912",80,$450,"$3,024",-$302,-$190,-$7,-$59,$30,$289,3,20,61.76%,38.24%
,2023-06-01 0:00:00,Postmates,F1,"$2,139","-$1,733",71,$405,"$2,736",-$261,-$145,-$16,-$54,$28,$291,3,20,63.61%,36.39%
,2022-06-01 0:00:00,Postmates,G1,"$1,821","-$1,489",67,$421,"$2,423",-$231,-$81,-$15,-$39,$28,$396,6,31,67.76%,32.24%
,2022-07-01 0:00:00,Postmates,G1,"$1,805","-$1,487",67,$409,"$2,395",-$226,-$107,-$12,-$38,$27,$356,6,30,65.83%,34.17%
,2022-08-01 0:00:00,UberEats,G1,"$24,548","-$19,687",913,"$7,335","$34,546","-$3,244","-$1,008",-$484,"-$2,097",$783,"$6,185",53,351,67.67%,32.33%
,2022-09-01 0:00:00,UberEats,G1,"$24,599","-$19,694",905,"$7,308","$34,574","-$3,126","-$1,121",-$477,"-$2,104",$764,"$5,874",51,349,65.82%,34.18%
,2022-10-01 0:00:00,UberEats,G1,"$26,157","-$20,904",949,"$7,910","$36,919","-$3,231","-$1,056",-$523,"-$2,430",$846,"$6,107",52,362,65.23%,34.77%
,2022-11-01 0:00:00,UberEats,G1,"$24,706","-$19,829",903,"$7,411","$34,802","-$3,128",-$780,-$586,"-$2,299",$804,"$5,335",48,351,64.09%,35.91%
,2022-12-01 0:00:00,UberEats,G1,"$26,384","-$21,154",948,"$8,121","$37,366","-$3,276",-$997,-$617,"-$2,711",$847,"$5,898",50,362,64.54%,35.46%
,2023-01-01 0:00:00,UberEats,G1,"$27,091","-$21,622",990,"$8,374","$38,403","-$3,272","-$1,306",-$607,"-$2,950",$855,"$5,443",56,366,66.04%,33.96%
,2023-02-01 0:00:00,UberEats,G1,"$27,137","-$21,656",985,"$8,390","$38,341","-$3,104","-$1,508",-$313,"-$3,023",$827,"$5,733",46,362,64.15%,35.85%
,2023-03-01 0:00:00,UberEats,G1,"$31,822","-$25,533","1,144","$9,694","$44,926","-$3,564","-$2,092",-$238,"-$3,556",$903,"$4,827",59,412,63.80%,36.20%
,2023-04-01 0:00:00,UberEats,G1,"$31,233","-$25,088","1,116","$9,533","$44,081","-$3,502","-$1,909",-$559,"-$3,472",$912,"$4,778",56,403,63.69%,36.31%
,2023-05-01 0:00:00,UberEats,G1,"$29,742","-$23,776","1,062","$9,233","$42,068","-$3,477","-$1,605",-$558,"-$3,398","$1,059","$5,781",57,388,64.35%,35.65%
,2023-06-01 0:00:00,UberEats,G1,"$28,929","-$23,135","1,022","$8,814","$40,846","-$3,330","-$1,285",-$552,"-$3,202","$1,084","$6,381",60,380,65.58%,34.42%
,2022-06-01 0:00:00,UberEats,H1,"$485,214","-$385,758","18,371","$114,443","$638,314","-$68,135","-$11,654","-$4,319","-$13,897","$6,714","$120,818",505,"5,534",76.61%,23.39%
,2022-07-01 0:00:00,UberEats,H1,"$512,821","-$411,680","19,036","$120,897","$674,677","-$64,677","-$16,841","-$4,325","-$20,838","$7,456","$112,515",521,"5,625",78.34%,21.66%
,2022-08-01 0:00:00,UberEats,H1,"$512,222","-$410,252","19,047","$121,534","$675,015","-$64,627","-$23,145","-$3,820","-$22,279","$7,631","$112,693",490,"5,611",78.86%,21.14%
,2022-09-01 0:00:00,UberEats,H1,"$497,271","-$398,060","18,275","$118,091","$655,365","-$56,194","-$20,139","-$3,560","-$22,618","$7,326","$110,116",439,"5,450",77.96%,22.04%
,2022-10-01 0:00:00,UberEats,H1,"$534,757","-$427,882","19,408","$122,961","$700,203","-$61,672","-$21,121","-$3,998","-$24,227","$7,903","$115,918",468,"5,651",77.69%,22.31%
,2022-11-01 0:00:00,UberEats,H1,"$504,230","-$404,715","18,180","$120,124","$664,804","-$59,228","-$19,176","-$4,143","-$25,001","$7,997","$116,573",419,"5,471",77.21%,22.79%
,2022-12-01 0:00:00,UberEats,H1,"$531,324","-$426,234","18,801","$127,290","$700,998","-$59,200","-$20,825","-$4,811","-$28,291","$8,492","$125,020",421,"5,567",77.84%,22.16%
,2023-01-01 0:00:00,UberEats,H1,"$539,860","-$432,627","19,383","$129,368","$712,267","-$56,470","-$24,387","-$5,806","-$30,967","$8,617","$126,299",476,"5,624",78.34%,21.66%
,2023-02-01 0:00:00,UberEats,H1,"$530,992","-$426,203","18,860","$126,988","$700,344","-$56,604","-$28,942","-$3,990","-$31,352","$8,189","$116,018",426,"5,578",78.02%,21.98%
,2023-03-01 0:00:00,UberEats,H1,"$629,544","-$508,209","22,234","$139,459","$818,577","-$67,380","-$35,615","-$5,196","-$33,660","$8,960","$121,250",552,"6,214",77.59%,22.41%
,2023-04-01 0:00:00,UberEats,H1,"$611,782","-$493,416","21,643","$133,137","$793,151","-$65,690","-$31,189","-$5,610","-$31,329","$9,100","$122,755",539,"6,209",77.07%,22.93%
,2023-05-01 0:00:00,UberEats,H1,"$621,782","-$502,855","22,268","$134,754","$805,154","-$67,979","-$31,294","-$5,715","-$30,631","$10,612","$128,390",579,"6,345",76.87%,23.13%
,2023-06-01 0:00:00,UberEats,H1,"$609,115","-$492,607","21,810","$131,655","$788,403","-$62,761","-$24,489","-$7,233","-$30,061","$11,026","$129,646",627,"6,312",76.74%,23.26%
,2022-06-01 0:00:00,UberEats,I1,"$76,534","-$61,231","2,956","$19,320","$101,709","-$19,972","-$1,957","-$1,170","-$2,121","$1,037","$10,494",116,"1,062",55.45%,44.55%
,2022-07-01 0:00:00,UberEats,I1,"$81,397","-$65,838","3,106","$20,027","$107,686","-$19,539","-$2,564","-$1,182","-$3,102","$1,139","$9,732",126,"1,101",59.27%,40.73%
,2022-08-01 0:00:00,UberEats,I1,"$76,951","-$62,116","2,988","$20,383","$103,244","-$18,461","-$2,359","-$1,019","-$3,210","$1,186","$11,467",111,"1,056",59.85%,40.15%
,2022-09-01 0:00:00,UberEats,I1,"$77,910","-$62,716","2,940","$20,723","$104,602","-$18,347","-$3,014",-$970,"-$3,445","$1,220","$11,302",104,"1,047",59.39%,40.61%
,2022-10-01 0:00:00,UberEats,I1,"$80,415","-$64,638","2,976","$22,887","$109,493","-$18,674","-$2,335",-$977,"-$4,522","$1,412","$13,464",100,"1,053",58.12%,41.88%
,2022-11-01 0:00:00,UberEats,I1,"$79,198","-$63,771","2,956","$21,454","$106,717","-$18,784","-$1,934","-$1,065","-$4,030","$1,373","$13,036",99,"1,055",56.91%,43.09%
,2022-12-01 0:00:00,UberEats,I1,"$84,317","-$68,029","3,090","$23,216","$113,946","-$18,016","-$2,439","-$1,069","-$4,853","$1,496","$14,821",98,"1,090",57.52%,42.48%
